city,region,country,month,high_temp_F,low_temp_F,mean_temp_F,precipitation_in,humidity_percent,dew_point_F,wind_mph,pressure_Hg,visibility_mi
Kolkata,West Bengal,India,April,97.0,77.0,87.0,2.0,69.0,74.0,11.0,29.73,2.0
Kolkata,West Bengal,India,May,97.0,78.0,88.0,5.7,74.0,77.0,11.0,29.63,2.0
Kolkata,West Bengal,India,June,94.0,80.0,87.0,9.3,80.0,79.0,9.0,29.53,2.0
Kolkata,West Bengal,India,July,92.0,80.0,86.0,12.92,84.0,79.0,8.0,29.52,2.0
Kolkata,West Bengal,India,August,92.0,80.0,86.0,13.62,85.0,79.0,7.0,29.56,2.0
Kolkata,West Bengal,India,September,92.0,79.0,85.0,10.29,84.0,78.0,6.0,29.66,2.0
Kolkata,West Bengal,India,October,91.0,75.0,83.0,5.61,79.0,74.0,4.0,29.81,2.0
Kolkata,West Bengal,India,November,86.0,67.0,76.0,1.14,72.0,65.0,3.0,29.9,1.0
Kolkata,West Bengal,India,December,80.0,57.0,69.0,0.45,73.0,58.0,4.0,29.97,1.0
Seattle,Washington,USA,January,48.0,37.0,43.0,4.41,81.0,37.0,9.0,30.07,9.0
Seattle,Washington,USA,February,50.0,37.0,44.0,3.09,76.0,37.0,9.0,30.06,10.0
Seattle,Washington,USA,March,54.0,40.0,47.0,3.26,73.0,38.0,10.0,30.04,10.0
Seattle,Washington,USA,April,59.0,44.0,52.0,2.2,68.0,41.0,10.0,30.05,10.0
Seattle,Washington,USA,May,66.0,50.0,58.0,1.56,65.0,46.0,9.0,30.04,11.0
Seattle,Washington,USA,June,71.0,54.0,63.0,1.07,63.0,49.0,9.0,30.03,11.0
Seattle,Washington,USA,July,77.0,58.0,68.0,0.39,61.0,53.0,8.0,30.05,12.0
Seattle,Washington,USA,August,77.0,59.0,68.0,0.57,62.0,54.0,8.0,30.02,11.0
Seattle,Washington,USA,September,71.0,54.0,63.0,1.28,68.0,51.0,8.0,30.02,11.0
Seattle,Washington,USA,October,61.0,47.0,54.0,3.05,78.0,47.0,8.0,30.07,9.0
Seattle,Washington,USA,November,53.0,41.0,47.0,5.1,81.0,41.0,9.0,30.06,9.0
Seattle,Washington,USA,December,47.0,37.0,42.0,4.86,82.0,37.0,9.0,30.08,9.0
Boston,Massachusetts,USA,January,37.0,24.0,30.0,3.21,63.0,19.0,20.0,30.05,9.0
Boston,Massachusetts,USA,February,39.0,25.0,32.0,3.19,61.0,19.0,20.0,30.04,9.0
Boston,Massachusetts,USA,March,45.0,31.0,38.0,4.05,61.0,25.0,20.0,30.05,9.0
Boston,Massachusetts,USA,April,56.0,41.0,48.0,3.6,61.0,34.0,19.0,29.99,9.0
Boston,Massachusetts,USA,May,66.0,50.0,58.0,3.41,66.0,46.0,17.0,30.0,9.0
Boston,Massachusetts,USA,June,77.0,60.0,68.0,3.95,67.0,56.0,16.0,29.95,9.0
Boston,Massachusetts,USA,July,82.0,66.0,74.0,3.56,67.0,62.0,15.0,29.95,9.0
Boston,Massachusetts,USA,August,81.0,65.0,73.0,3.21,68.0,61.0,15.0,30.0,9.0
Boston,Massachusetts,USA,September,73.0,59.0,66.0,3.63,70.0,56.0,16.0,30.06,9.0
Boston,Massachusetts,USA,October,62.0,48.0,55.0,4.1,68.0,44.0,18.0,30.06,9.0
Boston,Massachusetts,USA,November,52.0,38.0,45.0,3.59,65.0,33.0,18.0,30.09,9.0
Boston,Massachusetts,USA,December,43.0,30.0,36.0,4.14,65.0,25.0,19.0,30.08,9.0
Kuala Lumpur,,Malaysia,January,91.0,75.0,83.0,9.22,79.0,74.0,6.0,29.84,6.0
Kuala Lumpur,,Malaysia,February,92.0,75.0,84.0,7.34,77.0,74.0,6.0,29.84,6.0
Kuala Lumpur,,Malaysia,March,93.0,76.0,84.0,10.19,79.0,75.0,7.0,29.82,6.0
Kuala Lumpur,,Malaysia,April,93.0,76.0,84.0,11.07,81.0,76.0,7.0,29.81,6.0
Kuala Lumpur,,Malaysia,May,93.0,77.0,85.0,8.88,80.0,76.0,7.0,29.8,6.0
Kuala Lumpur,,Malaysia,June,92.0,76.0,84.0,6.22,78.0,75.0,7.0,29.8,7.0
Kuala Lumpur,,Malaysia,July,91.0,76.0,83.0,6.82,78.0,74.0,7.0,29.81,7.0
Kuala Lumpur,,Malaysia,August,91.0,76.0,83.0,7.14,78.0,74.0,7.0,29.82,6.0
Kuala Lumpur,,Malaysia,September,91.0,75.0,83.0,9.01,79.0,74.0,7.0,29.83,6.0
Kuala Lumpur,,Malaysia,October,91.0,75.0,83.0,11.29,81.0,75.0,7.0,29.83,6.0
Kuala Lumpur,,Malaysia,November,90.0,75.0,83.0,13.36,84.0,75.0,6.0,29.82,6.0
Kuala Lumpur,,Malaysia,December,90.0,75.0,82.0,10.63,83.0,75.0,6.0,29.83,6.0
Seoul,,South Korea,January,35.0,19.0,27.0,0.56,64.0,15.0,10.0,30.27,5.0
Seoul,,South Korea,February,41.0,23.0,32.0,0.85,62.0,18.0,11.0,30.22,5.0
Seoul,,South Korea,March,51.0,33.0,42.0,1.0,62.0,27.0,12.0,30.11,5.0
Seoul,,South Korea,April,63.0,43.0,53.0,1.92,62.0,38.0,13.0,29.98,5.0
Seoul,,South Korea,May,73.0,54.0,63.0,2.6,67.0,50.0,12.0,29.86,5.0
Seoul,,South Korea,June,80.0,64.0,72.0,3.11,73.0,61.0,11.0,29.75,4.0
Seoul,,South Korea,July,84.0,72.0,78.0,5.69,81.0,70.0,11.0,29.73,4.0
Seoul,,South Korea,August,86.0,72.0,79.0,6.09,79.0,71.0,11.0,29.78,5.0
Seoul,,South Korea,September,79.0,62.0,71.0,2.67,75.0,60.0,10.0,29.94,5.0
Seoul,,South Korea,October,68.0,48.0,58.0,1.33,71.0,46.0,9.0,30.11,5.0
Seoul,,South Korea,November,53.0,36.0,44.0,1.56,70.0,33.0,10.0,30.19,5.0
Seoul,,South Korea,December,39.0,23.0,31.0,0.62,66.0,19.0,10.0,30.27,5.0
Brasilia,Distrito Federal,Brazil,January,82.0,66.0,74.0,5.49,74.0,63.0,10.0,29.95,8.0
Brasilia,Distrito Federal,Brazil,February,83.0,65.0,74.0,4.62,75.0,64.0,10.0,29.97,8.0
Brasilia,Distrito Federal,Brazil,March,82.0,65.0,74.0,5.42,76.0,64.0,9.0,29.97,8.0
Brasilia,Distrito Federal,Brazil,April,82.0,64.0,73.0,3.17,73.0,62.0,9.0,30.0,8.0
Brasilia,Distrito Federal,Brazil,May,81.0,59.0,70.0,0.69,68.0,57.0,8.0,30.05,8.0
Brasilia,Distrito Federal,Brazil,June,80.0,55.0,67.0,0.12,63.0,53.0,9.0,30.1,8.0
Brasilia,Distrito Federal,Brazil,July,80.0,54.0,67.0,0.0,57.0,49.0,9.0,30.12,8.0
Brasilia,Distrito Federal,Brazil,August,83.0,56.0,70.0,0.39,49.0,48.0,10.0,30.08,8.0
Brasilia,Distrito Federal,Brazil,September,86.0,62.0,74.0,1.12,49.0,52.0,11.0,30.02,8.0
Brasilia,Distrito Federal,Brazil,October,86.0,65.0,76.0,2.72,61.0,58.0,10.0,29.97,8.0
Brasilia,Distrito Federal,Brazil,November,82.0,66.0,74.0,5.95,75.0,63.0,10.0,29.94,8.0
Brasilia,Distrito Federal,Brazil,December,82.0,66.0,74.0,6.07,76.0,64.0,10.0,29.94,8.0
Kuwait City,,Kuwait,January,67.0,45.0,56.0,3.89,63.0,42.0,14.0,30.13,5.0
Kuwait City,,Kuwait,February,72.0,48.0,60.0,1.81,53.0,41.0,15.0,30.07,5.0
Kuwait City,,Kuwait,March,81.0,56.0,68.0,2.04,42.0,41.0,16.0,29.97,6.0
Kuwait City,,Kuwait,April,91.0,66.0,79.0,3.88,33.0,45.0,17.0,29.87,5.0
Kuwait City,,Kuwait,May,104.0,77.0,91.0,2.93,21.0,44.0,17.0,29.75,5.0
Kuwait City,,Kuwait,June,113.0,84.0,98.0,3.51,13.0,39.0,22.0,29.58,5.0
Kuwait City,,Kuwait,July,116.0,87.0,101.0,2.61,14.0,43.0,21.0,29.48,5.0
Kuwait City,,Kuwait,August,116.0,86.0,101.0,1.6,18.0,47.0,18.0,29.53,5.0
Kuwait City,,Kuwait,September,109.0,79.0,94.0,0.63,21.0,46.0,16.0,29.7,6.0
Kuwait City,,Kuwait,October,98.0,69.0,83.0,1.85,35.0,49.0,13.0,29.9,5.0
Kuwait City,,Kuwait,November,81.0,57.0,69.0,1.44,50.0,47.0,14.0,30.05,6.0
Kuwait City,,Kuwait,December,70.0,48.0,59.0,2.81,61.0,44.0,13.0,30.14,5.0
Shanghai,Shanghai Municipality,China,January,47.0,35.0,41.0,2.38,72.0,32.0,15.0,30.32,4.0
Shanghai,Shanghai Municipality,China,February,51.0,38.0,45.0,2.06,71.0,35.0,15.0,30.25,5.0
Shanghai,Shanghai Municipality,China,March,58.0,45.0,52.0,2.79,70.0,41.0,16.0,30.14,5.0
Shanghai,Shanghai Municipality,China,April,69.0,54.0,62.0,2.45,69.0,50.0,16.0,29.99,5.0
Shanghai,Shanghai Municipality,China,May,78.0,64.0,71.0,2.95,71.0,59.0,16.0,29.85,5.0
Shanghai,Shanghai Municipality,China,June,83.0,71.0,77.0,4.89,79.0,69.0,14.0,29.72,5.0
Shanghai,Shanghai Municipality,China,July,92.0,79.0,85.0,4.21,76.0,76.0,16.0,29.68,5.0
Shanghai,Shanghai Municipality,China,August,91.0,79.0,85.0,5.73,77.0,75.0,16.0,29.72,6.0
Shanghai,Shanghai Municipality,China,September,83.0,72.0,78.0,3.55,74.0,68.0,15.0,29.91,6.0
Shanghai,Shanghai Municipality,China,October,74.0,61.0,68.0,1.99,71.0,57.0,14.0,30.11,5.0
Shanghai,Shanghai Municipality,China,November,64.0,51.0,57.0,2.02,72.0,47.0,14.0,30.21,4.0
Shanghai,Shanghai Municipality,China,December,52.0,39.0,46.0,1.74,70.0,36.0,14.0,30.32,4.0
Brisbane,Queensland,Australia,January,84.0,71.0,77.0,4.79,72.0,67.0,18.0,29.9,9.0
Brisbane,Queensland,Australia,February,84.0,70.0,77.0,5.39,74.0,67.0,17.0,29.91,9.0
Brisbane,Queensland,Australia,March,82.0,67.0,75.0,4.68,75.0,65.0,16.0,29.98,9.0
Brisbane,Queensland,Australia,April,79.0,62.0,70.0,2.8,74.0,61.0,15.0,30.07,9.0
Brisbane,Queensland,Australia,May,74.0,56.0,65.0,3.54,74.0,55.0,14.0,30.1,9.0
Brisbane,Queensland,Australia,June,70.0,52.0,61.0,2.41,73.0,51.0,14.0,30.12,10.0
Brisbane,Queensland,Australia,July,70.0,49.0,59.0,1.25,70.0,48.0,14.0,30.13,10.0
Brisbane,Queensland,Australia,August,72.0,50.0,61.0,1.38,69.0,48.0,15.0,30.12,9.0
Brisbane,Queensland,Australia,September,75.0,55.0,65.0,1.29,70.0,54.0,17.0,30.08,9.0
Brisbane,Queensland,Australia,October,78.0,60.0,69.0,3.04,70.0,58.0,18.0,30.04,9.0
Brisbane,Queensland,Australia,November,80.0,65.0,73.0,3.78,71.0,62.0,19.0,29.97,9.0
Brisbane,Queensland,Australia,December,83.0,68.0,75.0,4.69,72.0,65.0,19.0,29.92,9.0
Kyiv,,Ukraine,January,31.0,22.0,27.0,1.55,86.0,23.0,14.0,30.09,6.0
Kyiv,,Ukraine,February,34.0,23.0,29.0,1.56,82.0,23.0,14.0,30.06,6.0
Kyiv,,Ukraine,March,44.0,30.0,37.0,1.59,73.0,28.0,15.0,30.01,7.0
Kyiv,,Ukraine,April,59.0,41.0,50.0,1.66,62.0,36.0,13.0,29.97,8.0
Kyiv,,Ukraine,May,70.0,51.0,60.0,2.58,63.0,46.0,12.0,29.96,9.0
Kyiv,,Ukraine,June,76.0,58.0,67.0,2.9,64.0,54.0,12.0,29.93,9.0
Kyiv,,Ukraine,July,80.0,61.0,70.0,2.75,66.0,58.0,11.0,29.91,9.0
Kyiv,,Ukraine,August,79.0,59.0,69.0,2.25,65.0,55.0,10.0,29.98,9.0
Kyiv,,Ukraine,September,68.0,50.0,59.0,2.21,72.0,48.0,11.0,30.03,8.0
Kyiv,,Ukraine,October,55.0,40.0,48.0,1.73,79.0,40.0,12.0,30.11,7.0
Kyiv,,Ukraine,November,42.0,32.0,37.0,1.96,87.0,33.0,13.0,30.12,5.0
Kyiv,,Ukraine,December,33.0,25.0,29.0,1.92,88.0,26.0,14.0,30.1,5.0
Singapore,,Singapore,January,87.0,76.0,82.0,9.77,80.0,74.0,14.0,29.84,6.0
Singapore,,Singapore,February,89.0,76.0,83.0,4.57,78.0,74.0,14.0,29.84,7.0
Singapore,,Singapore,March,90.0,77.0,84.0,6.6,79.0,76.0,10.0,29.82,6.0
Singapore,,Singapore,April,91.0,77.0,84.0,7.28,79.0,77.0,7.0,29.8,6.0
Singapore,,Singapore,May,90.0,78.0,84.0,6.6,79.0,77.0,7.0,29.79,6.0
Singapore,,Singapore,June,90.0,78.0,84.0,5.8,78.0,76.0,9.0,29.8,7.0
Singapore,,Singapore,July,89.0,78.0,83.0,8.47,78.0,76.0,11.0,29.8,7.0
Singapore,,Singapore,August,89.0,77.0,83.0,6.94,78.0,76.0,11.0,29.81,6.0
Singapore,,Singapore,September,89.0,77.0,83.0,6.17,77.0,75.0,10.0,29.82,6.0
Singapore,,Singapore,October,89.0,77.0,83.0,7.96,78.0,76.0,8.0,29.82,6.0
Singapore,,Singapore,November,89.0,76.0,83.0,9.79,81.0,76.0,7.0,29.8,6.0
Singapore,,Singapore,December,88.0,76.0,82.0,12.0,82.0,75.0,10.0,29.82,6.0
Brussels,,Belgium,January,43.0,35.0,39.0,2.55,85.0,35.0,19.0,30.05,7.0
Brussels,,Belgium,February,45.0,35.0,40.0,2.25,82.0,35.0,18.0,30.05,7.0
Brussels,,Belgium,March,51.0,38.0,45.0,2.14,77.0,37.0,17.0,30.04,7.0
Brussels,,Belgium,April,58.0,42.0,50.0,1.59,72.0,41.0,14.0,29.98,8.0
Brussels,,Belgium,May,65.0,48.0,56.0,2.3,73.0,47.0,14.0,30.0,9.0
Brussels,,Belgium,June,71.0,53.0,62.0,2.37,74.0,53.0,13.0,30.04,9.0
Brussels,,Belgium,July,74.0,57.0,65.0,2.82,74.0,56.0,13.0,30.01,9.0
Brussels,,Belgium,August,73.0,56.0,65.0,3.05,75.0,56.0,13.0,30.0,9.0
Brussels,,Belgium,September,67.0,52.0,59.0,2.0,79.0,52.0,13.0,30.04,8.0
Brussels,,Belgium,October,59.0,46.0,53.0,2.4,83.0,47.0,15.0,30.0,8.0
Brussels,,Belgium,November,50.0,40.0,45.0,2.38,86.0,41.0,16.0,29.98,7.0
Brussels,,Belgium,December,44.0,36.0,40.0,3.06,87.0,36.0,18.0,30.02,7.0
La Paz,,Bolivia,January,59.0,40.0,49.0,5.68,77.0,40.0,13.0,30.3,6.0
La Paz,,Bolivia,February,59.0,40.0,49.0,4.22,78.0,40.0,13.0,30.31,6.0
La Paz,,Bolivia,March,59.0,38.0,49.0,3.58,76.0,39.0,12.0,30.32,7.0
La Paz,,Bolivia,April,60.0,35.0,47.0,1.63,69.0,35.0,12.0,30.36,7.0
La Paz,,Bolivia,May,60.0,28.0,44.0,0.52,53.0,25.0,12.0,30.4,9.0
La Paz,,Bolivia,June,58.0,25.0,42.0,0.25,48.0,20.0,12.0,30.41,9.0
La Paz,,Bolivia,July,58.0,25.0,41.0,0.34,48.0,20.0,13.0,30.41,9.0
La Paz,,Bolivia,August,60.0,26.0,43.0,0.95,51.0,23.0,13.0,30.4,8.0
La Paz,,Bolivia,September,61.0,31.0,46.0,1.16,59.0,29.0,14.0,30.37,7.0
La Paz,,Bolivia,October,62.0,35.0,48.0,2.02,62.0,33.0,14.0,30.33,8.0
La Paz,,Bolivia,November,63.0,37.0,50.0,2.08,62.0,34.0,14.0,30.28,8.0
La Paz,,Bolivia,December,61.0,39.0,50.0,3.94,70.0,38.0,14.0,30.28,7.0
Sofia,,Bulgaria,January,39.0,23.0,31.0,1.54,85.0,26.0,10.0,30.16,4.0
Sofia,,Bulgaria,February,46.0,26.0,36.0,1.36,78.0,28.0,12.0,30.1,5.0
Sofia,,Bulgaria,March,54.0,32.0,43.0,1.89,70.0,31.0,13.0,30.03,6.0
Sofia,,Bulgaria,April,63.0,40.0,52.0,2.65,66.0,39.0,12.0,29.96,7.0
Sofia,,Bulgaria,May,72.0,49.0,60.0,2.86,69.0,49.0,11.0,29.96,7.0
Sofia,,Bulgaria,June,79.0,55.0,67.0,3.11,69.0,55.0,10.0,29.95,7.0
Sofia,,Bulgaria,July,84.0,59.0,71.0,2.71,63.0,56.0,11.0,29.93,7.0
Sofia,,Bulgaria,August,85.0,58.0,72.0,2.16,61.0,55.0,10.0,29.96,7.0
Sofia,,Bulgaria,September,76.0,51.0,63.0,2.59,67.0,50.0,10.0,30.02,7.0
Sofia,,Bulgaria,October,65.0,42.0,54.0,2.36,76.0,44.0,10.0,30.11,6.0
Sofia,,Bulgaria,November,53.0,34.0,43.0,1.48,82.0,37.0,10.0,30.13,5.0
Sofia,,Bulgaria,December,41.0,26.0,34.0,1.71,86.0,29.0,10.0,30.17,4.0
Bucharest,,Romania,January,37.0,23.0,30.0,2.16,88.0,27.0,10.0,30.13,4.0
Bucharest,,Romania,February,44.0,26.0,35.0,1.33,81.0,29.0,11.0,30.09,5.0
Bucharest,,Romania,March,54.0,32.0,43.0,1.94,71.0,33.0,12.0,30.02,6.0
Bucharest,,Romania,April,65.0,41.0,53.0,1.85,67.0,41.0,11.0,29.96,6.0
Bucharest,,Romania,May,76.0,50.0,63.0,2.53,68.0,51.0,10.0,29.95,6.0
Bucharest,,Romania,June,83.0,57.0,70.0,3.2,68.0,58.0,9.0,29.93,7.0
Bucharest,,Romania,July,87.0,60.0,74.0,2.42,64.0,60.0,8.0,29.91,7.0
Bucharest,,Romania,August,87.0,59.0,73.0,1.88,62.0,58.0,8.0,29.95,7.0
Bucharest,,Romania,September,77.0,51.0,64.0,2.39,68.0,52.0,8.0,30.02,6.0
Bucharest,,Romania,October,64.0,42.0,53.0,2.29,79.0,46.0,8.0,30.11,6.0
Bucharest,,Romania,November,51.0,34.0,43.0,1.55,85.0,38.0,9.0,30.12,5.0
Bucharest,,Romania,December,40.0,27.0,33.0,1.82,89.0,30.0,10.0,30.14,4.0
Lagos,Lagos,Nigeria,January,93.0,74.0,83.0,2.41,74.0,73.0,8.0,29.87,4.0
Lagos,Lagos,Nigeria,February,93.0,77.0,85.0,1.9,78.0,76.0,10.0,29.84,5.0
Lagos,Lagos,Nigeria,March,92.0,78.0,85.0,3.17,80.0,77.0,11.0,29.84,6.0
Lagos,Lagos,Nigeria,April,92.0,77.0,84.0,3.53,81.0,77.0,10.0,29.85,6.0
Lagos,Lagos,Nigeria,May,90.0,76.0,83.0,7.27,83.0,77.0,8.0,29.88,6.0
Lagos,Lagos,Nigeria,June,86.0,74.0,80.0,7.81,87.0,75.0,8.0,29.93,5.0
Lagos,Lagos,Nigeria,July,84.0,74.0,79.0,7.43,87.0,74.0,10.0,29.95,6.0
Lagos,Lagos,Nigeria,August,84.0,74.0,79.0,2.93,86.0,73.0,12.0,29.94,6.0
Lagos,Lagos,Nigeria,September,85.0,74.0,80.0,5.92,87.0,75.0,11.0,29.92,6.0
Lagos,Lagos,Nigeria,October,87.0,75.0,81.0,7.52,87.0,76.0,9.0,29.88,6.0
Lagos,Lagos,Nigeria,November,90.0,76.0,83.0,6.4,84.0,77.0,8.0,29.85,5.0
Lagos,Lagos,Nigeria,December,92.0,75.0,84.0,1.16,78.0,74.0,8.0,29.87,4.0
St. John's,Newfoundland and Labrador,Canada,January,32.0,19.0,25.0,5.9,84.0,21.0,29.0,29.79,10.0
St. John's,Newfoundland and Labrador,Canada,February,31.0,18.0,25.0,4.91,82.0,20.0,30.0,29.81,10.0
St. John's,Newfoundland and Labrador,Canada,March,34.0,22.0,28.0,5.24,82.0,23.0,28.0,29.87,10.0
St. John's,Newfoundland and Labrador,Canada,April,42.0,29.0,35.0,4.71,83.0,29.0,25.0,29.92,10.0
St. John's,Newfoundland and Labrador,Canada,May,52.0,35.0,43.0,3.81,82.0,36.0,23.0,29.98,10.0
St. John's,Newfoundland and Labrador,Canada,June,61.0,43.0,52.0,3.61,82.0,45.0,22.0,29.95,11.0
St. John's,Newfoundland and Labrador,Canada,July,70.0,52.0,61.0,4.01,82.0,54.0,22.0,29.97,11.0
St. John's,Newfoundland and Labrador,Canada,August,70.0,54.0,62.0,3.88,83.0,56.0,22.0,29.98,12.0
St. John's,Newfoundland and Labrador,Canada,September,63.0,47.0,55.0,4.75,84.0,50.0,23.0,30.0,12.0
St. John's,Newfoundland and Labrador,Canada,October,52.0,40.0,46.0,6.02,85.0,41.0,24.0,29.95,12.0
St. John's,Newfoundland and Labrador,Canada,November,44.0,32.0,38.0,6.04,84.0,33.0,27.0,29.95,11.0
St. John's,Newfoundland and Labrador,Canada,December,36.0,25.0,31.0,6.66,85.0,26.0,29.0,29.83,10.0
Budapest,,Hungary,January,37.0,26.0,32.0,1.39,88.0,28.0,12.0,30.12,4.0
Budapest,,Hungary,February,43.0,29.0,36.0,1.38,82.0,29.0,13.0,30.08,5.0
Budapest,,Hungary,March,52.0,35.0,44.0,1.52,71.0,33.0,15.0,30.03,6.0
Budapest,,Hungary,April,64.0,44.0,54.0,1.72,65.0,40.0,15.0,29.94,6.0
Budapest,,Hungary,May,72.0,52.0,62.0,3.0,68.0,50.0,13.0,29.96,6.0
Budapest,,Hungary,June,79.0,59.0,69.0,3.12,68.0,56.0,13.0,29.97,6.0
Budapest,,Hungary,July,83.0,62.0,72.0,3.32,66.0,58.0,13.0,29.95,6.0
Budapest,,Hungary,August,83.0,61.0,72.0,2.43,67.0,58.0,11.0,29.98,6.0
Budapest,,Hungary,September,72.0,53.0,63.0,3.24,72.0,51.0,12.0,30.03,6.0
Budapest,,Hungary,October,61.0,44.0,53.0,2.12,80.0,45.0,11.0,30.09,5.0
Budapest,,Hungary,November,49.0,36.0,42.0,1.82,86.0,38.0,12.0,30.08,5.0
Budapest,,Hungary,December,38.0,28.0,33.0,1.7,89.0,30.0,11.0,30.12,4.0
Lahore,,Pakistan,January,65.0,44.0,55.0,1.59,71.0,43.0,6.0,30.05,2.0
Lahore,,Pakistan,February,72.0,51.0,61.0,1.58,64.0,47.0,8.0,29.98,3.0
Lahore,,Pakistan,March,82.0,59.0,71.0,2.47,57.0,52.0,9.0,29.89,3.0
Lahore,,Pakistan,April,94.0,69.0,82.0,1.49,44.0,55.0,10.0,29.76,4.0
Lahore,,Pakistan,May,103.0,78.0,90.0,1.88,37.0,59.0,12.0,29.6,3.0
Lahore,,Pakistan,June,102.0,81.0,91.0,3.94,49.0,68.0,13.0,29.49,3.0
Lahore,,Pakistan,July,96.0,80.0,88.0,11.56,70.0,76.0,12.0,29.48,3.0
Lahore,,Pakistan,August,94.0,80.0,87.0,8.07,74.0,77.0,9.0,29.55,3.0
Lahore,,Pakistan,September,94.0,77.0,85.0,5.28,70.0,72.0,7.0,29.68,3.0
Lahore,,Pakistan,October,90.0,68.0,79.0,0.92,61.0,61.0,5.0,29.85,3.0
Lahore,,Pakistan,November,80.0,56.0,68.0,0.91,62.0,51.0,4.0,29.98,2.0
Lahore,,Pakistan,December,70.0,47.0,58.0,0.87,68.0,45.0,4.0,30.05,2.0
Stockholm,,Sweden,January,34.0,26.0,30.0,1.33,86.0,26.0,14.0,29.84,8.0
Stockholm,,Sweden,February,35.0,25.0,30.0,1.09,83.0,25.0,14.0,29.87,8.0
Stockholm,,Sweden,March,41.0,29.0,35.0,0.94,75.0,27.0,14.0,29.89,8.0
Stockholm,,Sweden,April,51.0,34.0,43.0,1.04,65.0,31.0,14.0,29.93,9.0
Stockholm,,Sweden,May,62.0,43.0,52.0,1.18,63.0,39.0,14.0,29.96,10.0
Stockholm,,Sweden,June,69.0,51.0,60.0,1.92,64.0,47.0,14.0,29.9,10.0
Stockholm,,Sweden,July,74.0,57.0,65.0,2.09,68.0,53.0,13.0,29.87,10.0
Stockholm,,Sweden,August,71.0,55.0,63.0,2.26,73.0,54.0,12.0,29.9,10.0
Stockholm,,Sweden,September,62.0,48.0,55.0,1.72,78.0,48.0,13.0,29.95,9.0
Stockholm,,Sweden,October,51.0,40.0,45.0,1.83,83.0,40.0,13.0,29.91,9.0
Stockholm,,Sweden,November,42.0,34.0,38.0,1.64,87.0,34.0,14.0,29.87,8.0
Stockholm,,Sweden,December,36.0,29.0,33.0,1.77,88.0,29.0,14.0,29.83,8.0
Buenos Aires,,Argentina,January,85.0,69.0,77.0,4.53,67.0,64.0,19.0,29.88,6.0
Buenos Aires,,Argentina,February,83.0,68.0,75.0,4.9,70.0,64.0,18.0,29.91,6.0
Buenos Aires,,Argentina,March,79.0,66.0,72.0,4.49,72.0,62.0,17.0,29.96,6.0
Buenos Aires,,Argentina,April,73.0,59.0,66.0,4.52,74.0,56.0,16.0,30.0,6.0
Buenos Aires,,Argentina,May,66.0,54.0,60.0,3.64,76.0,51.0,15.0,30.07,6.0
Buenos Aires,,Argentina,June,61.0,48.0,55.0,2.17,77.0,46.0,14.0,30.06,6.0
Buenos Aires,,Argentina,July,59.0,46.0,53.0,2.66,76.0,44.0,15.0,30.1,6.0
Buenos Aires,,Argentina,August,63.0,49.0,56.0,2.62,74.0,46.0,16.0,30.09,6.0
Buenos Aires,,Argentina,September,66.0,52.0,59.0,3.01,72.0,49.0,19.0,30.07,6.0
Buenos Aires,,Argentina,October,72.0,57.0,65.0,4.39,71.0,54.0,19.0,29.99,6.0
Buenos Aires,,Argentina,November,78.0,62.0,70.0,3.81,67.0,57.0,20.0,29.93,6.0
Buenos Aires,,Argentina,December,83.0,66.0,75.0,3.67,65.0,61.0,19.0,29.88,6.0
Las Vegas,Nevada,USA,January,59.0,40.0,49.0,0.58,41.0,25.0,8.0,30.11,11.0
Las Vegas,Nevada,USA,February,63.0,43.0,53.0,0.83,38.0,26.0,10.0,30.02,11.0
Las Vegas,Nevada,USA,March,72.0,50.0,61.0,0.42,29.0,27.0,12.0,29.94,12.0
Las Vegas,Nevada,USA,April,79.0,56.0,68.0,0.21,22.0,26.0,15.0,29.85,12.0
Las Vegas,Nevada,USA,May,89.0,66.0,77.0,0.08,19.0,30.0,15.0,29.78,12.0
Las Vegas,Nevada,USA,June,100.0,76.0,88.0,0.05,14.0,31.0,15.0,29.73,12.0
Las Vegas,Nevada,USA,July,105.0,81.0,93.0,0.4,19.0,44.0,13.0,29.77,12.0
Las Vegas,Nevada,USA,August,103.0,80.0,92.0,0.32,20.0,44.0,12.0,29.78,12.0
Las Vegas,Nevada,USA,September,95.0,72.0,84.0,0.33,21.0,38.0,10.0,29.82,11.0
Las Vegas,Nevada,USA,October,82.0,59.0,70.0,0.33,25.0,31.0,9.0,29.92,11.0
Las Vegas,Nevada,USA,November,68.0,47.0,57.0,0.29,31.0,26.0,8.0,30.04,11.0
Las Vegas,Nevada,USA,December,57.0,39.0,48.0,0.47,40.0,23.0,9.0,30.1,11.0
Suva,,Fiji,January,87.0,74.0,81.0,12.71,85.0,75.0,9.0,29.77,20.0
Suva,,Fiji,February,88.0,74.0,81.0,11.27,86.0,75.0,8.0,29.78,20.0
Suva,,Fiji,March,87.0,74.0,81.0,13.46,87.0,75.0,7.0,29.81,19.0
Suva,,Fiji,April,85.0,73.0,79.0,11.71,86.0,74.0,8.0,29.86,19.0
Suva,,Fiji,May,83.0,71.0,77.0,8.72,86.0,71.0,8.0,29.91,18.0
Suva,,Fiji,June,81.0,69.0,75.0,6.45,85.0,70.0,8.0,29.95,18.0
Suva,,Fiji,July,80.0,68.0,74.0,5.32,84.0,68.0,9.0,29.96,18.0
